property_name,property_type,amenity_text,amenities_found,amenity_count,date,start_month,start_day,end_month,end_day,price_in_dollar,review_and_rating,rating,review,location,city,country
"Villa in Uluwatu, Indonesia",Villa,"Spectacular Ocean View Villa in Uluwatu, Bali",['Ocean view'],1,Jun 14 - 19,Jun,14,Jun,19,673.0,4.94 (143),4.94,143.0,"Uluwatu, Indonesia",Uluwatu,Indonesia
"Room in Kecamatan Ubud, Indonesia",Room,"Exclusive Villa, for Couples Looking To Relax",[],0,Sep 4 - 9,Sep,4,Sep,9,149.0,4.85 (62),4.85,62.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Apartment in Tambon Patong, Thailand",Apartment,1 BR Phuket Modern Luxury Living,[],0,Jun 6 - 11,Jun,6,Jun,11,44.0,4.68 (202),4.68,202.0,"Tambon Patong, Thailand",Tambon Patong,Thailand
"Apartment in Shah Alam, Malaysia",Apartment,*SETIA ALAM* Big Luxury Comfort Homestay #Trefoil,[],0,Jun 7 - 12,Jun,7,Jun,12,30.0,4.87 (171),4.87,171.0,"Shah Alam, Malaysia",Shah Alam,Malaysia
"Room in Ubud, Indonesia",Room,Luxury Villa in Ubud,[],0,Jun 10 - 15,Jun,10,Jun,15,65.0,4.91 (54),4.91,54.0,"Ubud, Indonesia",Ubud,Indonesia
"Resort in Langkawi, Malaysia",Resort,"S101 Beachfront Private Villa,
A Resort by the Sea",['Ocean front'],1,Jun 4 - 9,Jun,4,Jun,9,49.0,4.75 (80),4.75,80.0,"Langkawi, Malaysia",Langkawi,Malaysia
"Apartment in Kuala Lumpur, Malaysia",Apartment,Admire Deluxe Marble Walls at a Highrise Resort Home,[],0,Jun 2 - 7,Jun,2,Jun,7,85.0,4.85 (135),4.85,135.0,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia
"Condo in Melaka, Malaysia",Condo,B1706/5 mins drive to Jonker/Imperio/Studio/4pax,[],0,Jun 1 - 7,Jun,1,Jun,7,29.0,4.79 (195),4.79,195.0,"Melaka, Malaysia",Melaka,Malaysia
"Room in Kecamatan Ubud, Indonesia",Room,Odesa Villa1 Ubud close to center,[],0,Jun 11 - 16,Jun,11,Jun,16,29.0,5.0 (9),5.0,9.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Hotel room in Ubud, Indonesia",Hotel room,"Malay villa, Best views in Ubud!",[],0,Jun 8 - 13,Jun,8,Jun,13,167.0,4.77 (119),4.77,119.0,"Ubud, Indonesia",Ubud,Indonesia
"Room in Khlong Ton Sai, Khlong San, Thailand",Room,*Hidden Oasis Bangkok 1 | Near ICONSIAM,[],0,Jul 2 - 7,Jul,2,Jul,7,28.0,4.86 (166),4.86,166.0,"Khlong Ton Sai, Khlong San, Thailand","Khlong Ton Sai, Khlong San",Thailand
"Home in Tambon Bo Put, Thailand",Home,Directly on the beach-for animal lovers only,[],0,Jun 1 - 6,Jun,1,Jun,6,144.0,5.0 (27),5.0,27.0,"Tambon Bo Put, Thailand",Tambon Bo Put,Thailand
"Place to stay in Kamala, Thailand",Place to stay,"Maphrao in Kamala, accommodation on the beach",[],0,Jun 3 - 10,Jun,3,Jun,10,49.0,4.89 (37),4.89,37.0,"Kamala, Thailand",Kamala,Thailand
"Room in El Nido, Philippines",Room,A Divers Home: beachfront room with sunset view,['Ocean front'],1,Jun 26 - Jul 2,Jun,26,Jul,2,34.0,4.89 (98),4.89,98.0,"El Nido, Philippines",El Nido,Philippines
Tiny home in Millersburg,Tiny home,Forest Haven - Otium,[],0,May 1 - 6,May,1,May,6,224.0,4.85 (218),4.85,218.0,Millersburg,Millersburg,Millersburg
Treehouse in Crane Hill,Treehouse,WANDERLUST TREEHOUSE Book an experience!,[],0,May 1 - 6,May,1,May,6,402.0,4.99 (271),4.99,271.0,Crane Hill,Crane Hill,Crane Hill
Home in Telluride,Home,Architectural Masterpiece | Best View in Telluride,[],0,May 1 - 6,May,1,May,6,732.0,4.97 (76),4.97,76.0,Telluride,Telluride,Telluride
Cabin in West Farmington,Cabin,The Triangle: A-Frame Cabin for your city retreat,[],0,May 1 - 6,May,1,May,6,123.0,4.91 (515),4.91,515.0,West Farmington,West Farmington,West Farmington
Cabin in Crosby,Cabin,Cozy Louise Cabin - Direct Cuyuna MTB Access/Sauna,['Sauna'],1,May 1 - 6,May,1,May,6,225.0,5.0 (18),5.0,18.0,Crosby,Crosby,Crosby
Cabin in Hancock,Cabin,A-frame cabin by the bay with kayak!,['Kayak'],1,May 1 - 6,May,1,May,6,230.0,4.88 (128),4.88,128.0,Hancock,Hancock,Hancock
Tiny home in Sandy Valley,Tiny home,Peacock Tiny House near Las Vegas,[],0,May 1 - 6,May,1,May,6,155.0,4.92 (744),4.92,744.0,Sandy Valley,Sandy Valley,Sandy Valley
Cabin in Fredericksburg,Cabin,Peach Log Cabin/Hot Tub/Romantic/Close to Town!,['Jacuzzi'],1,May 1 - 6,May,1,May,6,292.0,4.97 (244),4.97,244.0,Fredericksburg,Fredericksburg,Fredericksburg
Room in New York,Room,Guest room available short stays,[],0,May 1 - 6,May,1,May,6,217.0,5.0 (4),5.0,4.0,New York,New York,New York
Cabin in Fredonia,Cabin,"Tiny House Cozy Cabin by Zion, Grand Canyon, Bryce",[],0,May 1 - 6,May,1,May,6,188.0,5.0 (611),5.0,611.0,Fredonia,Fredonia,Fredonia
Treehouse in Dahlonega,Treehouse,Nature’s Nook- A Modern Treehouse Near Wineries,['Nature'],1,May 1 - 6,May,1,May,6,336.0,4.94 (163),4.94,163.0,Dahlonega,Dahlonega,Dahlonega
Farm stay in Sandy Valley,Farm stay,Conestoga Wagon on Dude Ranch NEAR LAS VEGAS,[],0,May 1 - 6,May,1,May,6,147.0,4.86 (196),4.86,196.0,Sandy Valley,Sandy Valley,Sandy Valley
Treehouse in Travelers Rest,Treehouse,The Forestry House - A modern luxury treehouse.,[],0,May 1 - 6,May,1,May,6,305.0,New,,,Travelers Rest,Travelers Rest,Travelers Rest
Treehouse in Fernwood,Treehouse,Crystal Peak Lookout 🌲,[],0,May 5 - 10,May,5,May,10,230.0,4.88 (470),4.88,470.0,Fernwood,Fernwood,Fernwood
Cabin in Packwood,Cabin,Heartwood Cabin at Mt. Rainier,[],0,May 1 - 6,May,1,May,6,354.0,4.98 (246),4.98,246.0,Packwood,Packwood,Packwood
Cabin in Nashville,Cabin,Modern Nashville Home in the Woods,[],0,May 5 - 10,May,5,May,10,278.0,4.99 (290),4.99,290.0,Nashville,Nashville,Nashville
Treehouse in Fredericksburg,Treehouse,The Leaf Treehouse,[],0,May 1 - 6,May,1,May,6,641.0,4.99 (339),4.99,339.0,Fredericksburg,Fredericksburg,Fredericksburg
Cabin in Bryson City,Cabin,Secluded View! A-Frame Hot Tub and Fire Pit,['Jacuzzi'],1,May 1 - 6,May,1,May,6,361.0,4.95 (20),4.95,20.0,Bryson City,Bryson City,Bryson City
Cabin in Branson,Cabin,Lakefront A-Frame Cabin on Table Rock Lake,[],0,May 1 - 6,May,1,May,6,129.0,4.86 (22),4.86,22.0,Branson,Branson,Branson
Home in Livingston,Home,The Cargill-Earl Guesthouse at Erik's Ranch,[],0,May 1 - 6,May,1,May,6,426.0,4.88 (323),4.88,323.0,Livingston,Livingston,Livingston
Home in Taos,Home,Taos Mesa Studio Earthship,[],0,May 1 - 6,May,1,May,6,194.0,4.91 (781),4.91,781.0,Taos,Taos,Taos
Place to stay in Shippensburg,Place to stay,A- Frame Cabin,[],0,May 1 - 6,May,1,May,6,273.0,5.0 (168),5.0,168.0,Shippensburg,Shippensburg,Shippensburg
Home in Scottsdale,Home,Diamond Desert Escape,[],0,May 3 - 8,May,3,May,8,384.0,4.97 (34),4.97,34.0,Scottsdale,Scottsdale,Scottsdale
Cabin in Ronan,Cabin,Calowahcan Cabin *NEW hot tub*,['Jacuzzi'],1,May 1 - 6,May,1,May,6,213.0,5.0 (401),5.0,401.0,Ronan,Ronan,Ronan
Home in Fairlee,Home,Cozy Bow House Perched in Trees w/ Hot Tub & View,['Jacuzzi'],1,May 1 - 6,May,1,May,6,244.0,4.95 (344),4.95,344.0,Fairlee,Fairlee,Fairlee
Yurt in Rising Fawn,Yurt,Cherry Blossom Yurt on Lookout Mountain,[],0,May 1 - 6,May,1,May,6,157.0,4.97 (666),4.97,666.0,Rising Fawn,Rising Fawn,Rising Fawn
Cabin in Boone,Cabin,Storybook A-Frame Cabin in the Woods Close to Downtown Boone,[],0,May 1 - 6,May,1,May,6,218.0,4.99 (372),4.99,372.0,Boone,Boone,Boone
Cabin in Urbana,Cabin,The Cabin at Maple View - Accepting Reservations,[],0,May 1 - 6,May,1,May,6,123.0,4.99 (599),4.99,599.0,Urbana,Urbana,Urbana
Cabin in Martin City,Cabin,Romantic Cabin - 9 miles to Glacier National Park,[],0,May 1 - 6,May,1,May,6,171.0,4.91 (237),4.91,237.0,Martin City,Martin City,Martin City
Home in Austin,Home,Enjoy the Heated Pool at a Beautifully Designed Getaway,['Pool'],1,May 1 - 6,May,1,May,6,213.0,4.96 (853),4.96,853.0,Austin,Austin,Austin
Cabin in Livingston,Cabin,10-Acre Yellowstone Cabin w/Stunning Mtn View,[],0,May 1 - 6,May,1,May,6,222.0,4.93 (101),4.93,101.0,Livingston,Livingston,Livingston
Condo in Avalon,Condo,"The Big Blue, 1 BR+Den!",[],0,May 1 - 6,May,1,May,6,597.0,4.79 (539),4.79,539.0,Avalon,Avalon,Avalon
Tent in Moab,Tent,Moab Glamping Luxury Tent for 2,[],0,May 1 - 6,May,1,May,6,254.0,4.92 (279),4.92,279.0,Moab,Moab,Moab
Home in Destin,Home,Villa Loggia! 5min walk to Prvt Beach/pool/SmartTV,['Pool'],1,May 6 - 11,May,6,May,11,417.0,4.94 (34),4.94,34.0,Destin,Destin,Destin
Cabin in Crivitz,Cabin,"Scenic, Serene Lakefront Cabin — Wood Stove",[],0,May 1 - 6,May,1,May,6,149.0,4.99 (72),4.99,72.0,Crivitz,Crivitz,Crivitz
Tiny home in Lakeside,Tiny home,The Stillwater at Stoner Creek Cabins,[],0,May 1 - 6,May,1,May,6,178.0,5.0 (211),5.0,211.0,Lakeside,Lakeside,Lakeside
Home in Half Moon Bay,Home,A little piece of heaven...,[],0,May 1 - 6,May,1,May,6,950.0,4.88 (180),4.88,180.0,Half Moon Bay,Half Moon Bay,Half Moon Bay
Home in Henderson,Home,Beautiful pool home near strip,['Pool'],1,May 1 - 6,May,1,May,6,252.0,5.0 (15),5.0,15.0,Henderson,Henderson,Henderson
Condo in Orange Beach,Condo,Totally Beachin - Condo with Stunning Ocean Views,[],0,May 1 - 6,May,1,May,6,287.0,4.69 (75),4.69,75.0,Orange Beach,Orange Beach,Orange Beach
Cabin in Clyde,Cabin,Moonlit Chalet,[],0,May 1 - 6,May,1,May,6,175.0,4.87 (173),4.87,173.0,Clyde,Clyde,Clyde
Home in Wilmington,Home,Atlantic Coast Dome Home Across from Sound w/ View,[],0,May 19 - 24,May,19,May,24,244.0,4.96 (47),4.96,47.0,Wilmington,Wilmington,Wilmington
Home in Cape Coral,Home,Welcome to our Modern Cape Escape with Heated Pool,['Pool'],1,May 1 - 6,May,1,May,6,233.0,4.96 (28),4.96,28.0,Cape Coral,Cape Coral,Cape Coral
Vacation home in Klamath Falls,Vacation home,The 'Easy A' Cabin in Rocky Point,[],0,May 1 - 6,May,1,May,6,202.0,4.82 (82),4.82,82.0,Klamath Falls,Klamath Falls,Klamath Falls
Condo in Daytona Beach,Condo,Luxury One Bedroom Condo with private balcony,[],0,May 1 - 6,May,1,May,6,123.0,4.9 (106),4.9,106.0,Daytona Beach,Daytona Beach,Daytona Beach
Home in St. Augustine,Home,"""Swan Ocean"" Beach House on Vilano Beach",[],0,May 1 - 6,May,1,May,6,955.0,4.88 (60),4.88,60.0,St. Augustine,St. Augustine,St. Augustine
Condo in New Smyrna Beach,Condo,Coastal Waters 214-2nd floor ocean view condo,['Ocean view'],1,May 1 - 6,May,1,May,6,168.0,4.47 (43),4.47,43.0,New Smyrna Beach,New Smyrna Beach,New Smyrna Beach
Home in Eustis,Home,Lake House Minutes to Downtown Mt. Dora and Eustis,[],0,May 1 - 6,May,1,May,6,173.0,4.99 (179),4.99,179.0,Eustis,Eustis,Eustis
Tiny home in White Pigeon,Tiny home,Circle J Bed & Breakfast,[],0,May 1 - 6,May,1,May,6,92.0,4.97 (528),4.97,528.0,White Pigeon,White Pigeon,White Pigeon
Cabin in Cripple Creek,Cabin,"Hillside Cripple Creek Cabin w/Hot Tub, Mtn Views!",['Jacuzzi'],1,May 1 - 6,May,1,May,6,196.0,4.93 (72),4.93,72.0,Cripple Creek,Cripple Creek,Cripple Creek
Cabin in Moab,Cabin,Basic Cabin #1 - Sleeps 4 - OK-C1,[],0,May 6 - 11,May,6,May,11,125.0,4.86 (233),4.86,233.0,Moab,Moab,Moab
Home in Petersburg,Home,ONLY 1.5 Miles from the Creation Museum!,[],0,May 1 - 6,May,1,May,6,124.0,4.89 (170),4.89,170.0,Petersburg,Petersburg,Petersburg
Home in Twentynine Palms,Home,"Blue Oasis | King Bed | Feel Far, Be Close Dogs ok",[],0,May 1 - 6,May,1,May,6,155.0,4.94 (258),4.94,258.0,Twentynine Palms,Twentynine Palms,Twentynine Palms
Room in McKinney,Room,Garden Gate Getaway,[],0,May 1 - 6,May,1,May,6,53.0,4.88 (110),4.88,110.0,McKinney,McKinney,McKinney
Home in El Prado,Home,"Taos Skybox ""Stargazer"" High Desert Retreat",[],0,May 1 - 6,May,1,May,6,184.0,4.93 (61),4.93,61.0,El Prado,El Prado,El Prado
Treehouse in Sevierville,Treehouse,"The best in tiny living!
TreehouseTopia",[],0,May 1 - 6,May,1,May,6,229.0,4.87 (193),4.87,193.0,Sevierville,Sevierville,Sevierville
Home in Fort Myers,Home,*Unique Pyramid Home for an amazing vacation,[],0,May 1 - 6,May,1,May,6,231.0,4.93 (165),4.93,165.0,Fort Myers,Fort Myers,Fort Myers
Cottage in Los Angeles,Cottage,Private Modern Guesthouse near Mulholland Drive,[],0,May 1 - 6,May,1,May,6,151.0,4.93 (555),4.93,555.0,Los Angeles,Los Angeles,Los Angeles
Home in Summertown,Home,Water side Cozy cabin,[],0,May 1 - 6,May,1,May,6,98.0,4.91 (318),4.91,318.0,Summertown,Summertown,Summertown
Cabin in Florissant,Cabin,NEW! One-of-a-Kind Luxury Cabin w/Hot Tub,['Jacuzzi'],1,May 1 - 6,May,1,May,6,358.0,5.0 (49),5.0,49.0,Florissant,Florissant,Florissant
Guesthouse in Escondido,Guesthouse,Hilltop cabin retreat with lake & mountain views,[],0,May 1 - 6,May,1,May,6,188.0,4.93 (551),4.93,551.0,Escondido,Escondido,Escondido
Townhouse in Kissimmee,Townhouse,Brand New 3 beds at Solara Resort,[],0,May 1 - 6,May,1,May,6,155.0,4.83 (12),4.83,12.0,Kissimmee,Kissimmee,Kissimmee
Cabin in Gold Bar,Cabin,New lux cabin w/mount index view,[],0,May 1 - 6,May,1,May,6,276.0,4.86 (7),4.86,7.0,Gold Bar,Gold Bar,Gold Bar
Treehouse in Watsonville,Treehouse,Redwood Treehouse Santa Cruz Mtns.,[],0,May 5 - 10,May,5,May,10,190.0,4.89 (932),4.89,932.0,Watsonville,Watsonville,Watsonville
Condo in Kissimmee,Condo,Mickey Mouse Themed Getaway next to Disney 1,[],0,May 1 - 6,May,1,May,6,115.0,4.84 (295),4.84,295.0,Kissimmee,Kissimmee,Kissimmee
Home in Ellington,Home,Crystal Lake House,[],0,May 1 - 6,May,1,May,6,155.0,5.0 (9),5.0,9.0,Ellington,Ellington,Ellington
Home in Orlando,Home,The Orlando Retreat.,[],0,May 1 - 6,May,1,May,6,230.0,4.95 (78),4.95,78.0,Orlando,Orlando,Orlando
Farm stay in Lebec,Farm stay,The Alpaca (A Lone Juniper Ranch Cabin),[],0,May 1 - 6,May,1,May,6,124.0,4.92 (381),4.92,381.0,Lebec,Lebec,Lebec
Cabin in Newry,Cabin,Cozy Cabin on Sunday River ~,[],0,May 1 - 6,May,1,May,6,202.0,4.93 (41),4.93,41.0,Newry,Newry,Newry
Tiny home in Greer,Tiny home,*BRAND NEW* Tiny Village Retreat,[],0,May 1 - 6,May,1,May,6,90.0,5.0 (86),5.0,86.0,Greer,Greer,Greer
Cabin in Pine Ridge,Cabin,Cliffside Romantic Retreat LOVE,[],0,May 1 - 6,May,1,May,6,321.0,5.0 (25),5.0,25.0,Pine Ridge,Pine Ridge,Pine Ridge
Cabin in Groton,Cabin,Peaceful Log Cabin in the Woods,[],0,May 3 - 8,May,3,May,8,122.0,4.99 (497),4.99,497.0,Groton,Groton,Groton
Cabin in Ellijay,Cabin,Cozy Creek Cabin-couples retreat nestled in woods,[],0,May 1 - 6,May,1,May,6,184.0,4.98 (208),4.98,208.0,Ellijay,Ellijay,Ellijay
Apartment in Orlando,Apartment,Cozy Studio close to Universal,[],0,May 1 - 6,May,1,May,6,82.0,4.2 (148),4.2,148.0,Orlando,Orlando,Orlando
Cabin in Blue Ridge,Cabin,Beaver Bungalow - Long Range Mountain Views,[],0,May 1 - 6,May,1,May,6,163.0,4.96 (77),4.96,77.0,Blue Ridge,Blue Ridge,Blue Ridge
Condo in Destin,Condo,"Sea Squirrel, Beach views in Crystal Beach",[],0,May 1 - 6,May,1,May,6,246.0,4.78 (9),4.78,9.0,Destin,Destin,Destin
Tiny home in Hillsboro,Tiny home,Out of Bounds: Tiny Cabin amongst acres of trees,[],0,May 1 - 6,May,1,May,6,170.0,4.95 (277),4.95,277.0,Hillsboro,Hillsboro,Hillsboro
Tiny home in Cortez,Tiny home,Canyon Hideout Bungalow,[],0,May 1 - 6,May,1,May,6,179.0,5.0 (341),5.0,341.0,Cortez,Cortez,Cortez
Place to stay in Wapwallopen,Place to stay,"Peaceful, authentic, rustic log cabin in the woods",[],0,May 4 - 9,May,4,May,9,132.0,4.98 (106),4.98,106.0,Wapwallopen,Wapwallopen,Wapwallopen
Cottage in Crozet,Cottage,Idyllic Cottage Retreat,[],0,May 1 - 6,May,1,May,6,188.0,4.86 (14),4.86,14.0,Crozet,Crozet,Crozet
Cabin in Leicester,Cabin,Cabin Kisa,[],0,May 1 - 6,May,1,May,6,106.0,5.0 (7),5.0,7.0,Leicester,Leicester,Leicester
Cabin in Robbinsville,Cabin,Mountain Dream gorgeous view with hot tub,['Jacuzzi'],1,May 1 - 6,May,1,May,6,190.0,4.96 (591),4.96,591.0,Robbinsville,Robbinsville,Robbinsville
Apartment in Kissimmee,Apartment,Special Offer Storey Lake 2Bedr 2Bath Free Waterpark BE307,[],0,May 1 - 6,May,1,May,6,134.0,4.79 (73),4.79,73.0,Kissimmee,Kissimmee,Kissimmee
Cabin in Lancing,Cabin,Creekside Cabin at Shady Grove Farm,[],0,May 1 - 6,May,1,May,6,90.0,4.97 (476),4.97,476.0,Lancing,Lancing,Lancing
Villa in Las Vegas,Villa,"Vegas Villa-Heated Pool, Indoor Jacuzzi, Billiards","['Jacuzzi', 'Pool']",2,May 1 - 6,May,1,May,6,668.0,4.93 (27),4.93,27.0,Las Vegas,Las Vegas,Las Vegas
Villa in Miramar,Villa,Modern Retreat with King Bed-Heated Pool-and Grill,['Pool'],1,May 1 - 6,May,1,May,6,494.0,5.0 (33),5.0,33.0,Miramar,Miramar,Miramar
Apartment in Santa Monica,Apartment,Venice Canals Sanctuary,[],0,May 1 - 6,May,1,May,6,374.0,4.93 (107),4.93,107.0,Santa Monica,Santa Monica,Santa Monica
Cabin in Sevierville,Cabin,Sugar Bear Hollow,[],0,May 1 - 6,May,1,May,6,219.0,4.96 (91),4.96,91.0,Sevierville,Sevierville,Sevierville
Guesthouse in Phoenix,Guesthouse,Studio B,[],0,May 1 - 6,May,1,May,6,111.0,4.95 (819),4.95,819.0,Phoenix,Phoenix,Phoenix
Tiny home in Desert Hot Springs,Tiny home,Rock Reign Ranch,[],0,May 1 - 6,May,1,May,6,132.0,4.92 (12),4.92,12.0,Desert Hot Springs,Desert Hot Springs,Desert Hot Springs
Guest suite in Sedona,Guest suite,"Sedona Sunset Jewel, Amazing Views, Pool",['Pool'],1,May 1 - 6,May,1,May,6,209.0,5.0 (516),5.0,516.0,Sedona,Sedona,Sedona
Condo in Kissimmee,Condo,10 mins to Disney-Hot tub-Queen Puffy Lux bed,['Jacuzzi'],1,May 2 - 7,May,2,May,7,213.0,4.82 (74),4.82,74.0,Kissimmee,Kissimmee,Kissimmee
Apartment in Fernandina Beach,Apartment,Largest 1 Bed 2 bath in Amelia Surf & Racquet Club,[],0,May 1 - 6,May,1,May,6,306.0,New,,,Fernandina Beach,Fernandina Beach,Fernandina Beach
Condo in Panama City Beach,Condo,300 STEPS TO THE BEACH-BEST 1 BEDROOM DEAL IN TOWN,[],0,May 1 - 6,May,1,May,6,169.0,4.68 (57),4.68,57.0,Panama City Beach,Panama City Beach,Panama City Beach
Condo in Miami,Condo,Luxurious brickell apartment 38thfloor ocean view,['Ocean view'],1,May 1 - 6,May,1,May,6,239.0,4.69 (51),4.69,51.0,Miami,Miami,Miami
Loft in Chicago,Loft,"Lakeview Loft-Vintage Chicago, Modern Amenities",[],0,May 1 - 6,May,1,May,6,126.0,4.96 (343),4.96,343.0,Chicago,Chicago,Chicago
Cottage in Kissimmee,Cottage,"JU Super Duper Tiny House, 15 minutes to Disney",[],0,May 1 - 6,May,1,May,6,98.0,4.95 (400),4.95,400.0,Kissimmee,Kissimmee,Kissimmee
Home in DeFuniak Springs,Home,On Juniper Lake w/Boat Dock Near 30A!,[],0,May 1 - 6,May,1,May,6,113.0,4.79 (19),4.79,19.0,DeFuniak Springs,DeFuniak Springs,DeFuniak Springs
Condo in Hilton Head Island,Condo,Ocean Front Resort - King bed,['Ocean front'],1,May 1 - 6,May,1,May,6,184.0,4.93 (304),4.93,304.0,Hilton Head Island,Hilton Head Island,Hilton Head Island
Cabin in Forks,Cabin,Cozy riverside/rain forest cabin ~ Bogie Bungalow,[],0,May 3 - 8,May,3,May,8,143.0,4.96 (949),4.96,949.0,Forks,Forks,Forks
Condo in Fort Walton Beach,Condo,Ft Walton cozy condo w/ on-site pool. Near beaches,['Pool'],1,May 1 - 6,May,1,May,6,145.0,4.73 (249),4.73,249.0,Fort Walton Beach,Fort Walton Beach,Fort Walton Beach
Apartment in Sarasota,Apartment,Private Bay area home !,[],0,May 1 - 6,May,1,May,6,117.0,4.67 (3),4.67,3.0,Sarasota,Sarasota,Sarasota
Cabin in Kanab,Cabin,Altitude Adjustment,[],0,May 10 - 15,May,10,May,15,208.0,4.98 (161),4.98,161.0,Kanab,Kanab,Kanab
Room in Los Angeles,Room,Private Room in Elegant French Gothic Home,[],0,May 1 - 6,May,1,May,6,114.0,4.87 (843),4.87,843.0,Los Angeles,Los Angeles,Los Angeles
Room in Carlisle,Room,Stuart Manor Bed and Breakfast,[],0,May 1 - 6,May,1,May,6,223.0,5.0 (26),5.0,26.0,Carlisle,Carlisle,Carlisle
Condo in Pensacola,Condo,The Beach Couldn't Be Any Closer!,[],0,May 1 - 6,May,1,May,6,260.0,4.9 (145),4.9,145.0,Pensacola,Pensacola,Pensacola
Apartment in Richmond,Apartment,Point Richmond Top Floor Studio with Bay views,[],0,May 1 - 6,May,1,May,6,153.0,4.95 (128),4.95,128.0,Richmond,Richmond,Richmond
Guest suite in Trinidad,Guest suite,Cottage by the Sea,[],0,May 1 - 6,May,1,May,6,138.0,4.92 (554),4.92,554.0,Trinidad,Trinidad,Trinidad
Home in Kissimmee,Home,House by the Mouse: Something for Everyone!,[],0,May 19 - 24,May,19,May,24,250.0,4.89 (157),4.89,157.0,Kissimmee,Kissimmee,Kissimmee
Apartment in Houston,Apartment,King Suite/Sky Lounge/Luxurious Experience.,[],0,May 1 - 6,May,1,May,6,108.0,4.85 (55),4.85,55.0,Houston,Houston,Houston
Cabin in Fountain Green,Cabin,"Cozy Private Mountain Cabin on 1,000 acre property",[],0,May 1 - 6,May,1,May,6,186.0,4.96 (78),4.96,78.0,Fountain Green,Fountain Green,Fountain Green
Cottage in Islamorada,Cottage,1 BD PRIVATE HOUSEBOAT/ COTTAGE TARPON,[],0,May 1 - 6,May,1,May,6,229.0,4.85 (74),4.85,74.0,Islamorada,Islamorada,Islamorada
Home in Michigan City,Home,Sugar Babe Beach Retreat with Hot Tub!,['Jacuzzi'],1,May 1 - 6,May,1,May,6,160.0,4.95 (328),4.95,328.0,Michigan City,Michigan City,Michigan City
Hotel in Kissimmee,Hotel,Modern room in boutique hotel near amusement parks,[],0,May 1 - 6,May,1,May,6,64.0,4.81 (54),4.81,54.0,Kissimmee,Kissimmee,Kissimmee
Condo in Mary Esther,Condo,"Kayaks adventure, Dock, Pool, WiFi Courtyard view.","['Pool', 'Wi-Fi']",2,May 1 - 6,May,1,May,6,112.0,4.72 (94),4.72,94.0,Mary Esther,Mary Esther,Mary Esther
Apartment in Los Angeles,Apartment,Historic Venice Apt 1/2 blocks to beach+parking,['Parking'],1,May 1 - 6,May,1,May,6,222.0,4.94 (431),4.94,431.0,Los Angeles,Los Angeles,Los Angeles
Guesthouse in Greensboro,Guesthouse,A charmer!Great spot near downtown.,[],0,May 1 - 6,May,1,May,6,81.0,4.97 (990),4.97,990.0,Greensboro,Greensboro,Greensboro
Apartment in Hallandale Beach,Apartment,Beachfront Apartment,['Ocean front'],1,May 1 - 6,May,1,May,6,170.0,4.43 (23),4.43,23.0,Hallandale Beach,Hallandale Beach,Hallandale Beach
Apartment in Galveston,Apartment,Beach Front Condo In Casa Del Mar,[],0,May 1 - 6,May,1,May,6,122.0,4.72 (389),4.72,389.0,Galveston,Galveston,Galveston
Guesthouse in Carrollton,Guesthouse,The Cooper Cottage | Guesthouse,[],0,May 1 - 6,May,1,May,6,91.0,5.0 (5),5.0,5.0,Carrollton,Carrollton,Carrollton
Cabin in Wofford Heights,Cabin,Tillie Creek Retreat: a Creekside Oasis,[],0,May 1 - 6,May,1,May,6,145.0,4.85 (312),4.85,312.0,Wofford Heights,Wofford Heights,Wofford Heights
Home in Phoenix,Home,New* Desert Moon* HeartofPhoenix,[],0,May 1 - 6,May,1,May,6,112.0,4.78 (9),4.78,9.0,Phoenix,Phoenix,Phoenix
Cottage in Mackinaw City,Cottage,Private Mackinaw City Beach Cottage ~ Bridge view,[],0,May 23 - 28,May,23,May,28,355.0,4.91 (68),4.91,68.0,Mackinaw City,Mackinaw City,Mackinaw City
Guest suite in Cave Creek,Guest suite,Room With The Views,[],0,May 1 - 6,May,1,May,6,127.0,4.99 (402),4.99,402.0,Cave Creek,Cave Creek,Cave Creek
Home in Venice,Home,Venice Getaway,[],0,May 1 - 6,May,1,May,6,159.0,5.0 (30),5.0,30.0,Venice,Venice,Venice
Cabin in Weaverville,Cabin,Reems Creek Mountain Cabin,[],0,May 9 - 14,May,9,May,14,237.0,5.0 (222),5.0,222.0,Weaverville,Weaverville,Weaverville
Condo in Panama City Beach,Condo,Beachfront~Amazing Views~Walkable to Walmart/Shops,['Ocean front'],1,May 1 - 7,May,1,May,7,184.0,4.96 (26),4.96,26.0,Panama City Beach,Panama City Beach,Panama City Beach
Cabin in Petrolia,Cabin,"The Lost Coast Tower, Petrolia",[],0,May 1 - 6,May,1,May,6,225.0,4.92 (214),4.92,214.0,Petrolia,Petrolia,Petrolia
Apartment in New York,Apartment,THE SMALL ENGLISH MANOR NESTLED AMONGST THE TREES,[],0,May 1 - 6,May,1,May,6,276.0,4.89 (420),4.89,420.0,New York,New York,New York
Guesthouse in Los Angeles,Guesthouse,Private Loft In the Hollywood Hills (by Universal),[],0,May 1 - 6,May,1,May,6,132.0,4.87 (981),4.87,981.0,Los Angeles,Los Angeles,Los Angeles
